,Title,Zone,Price,Size (m²),Status
289,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
290,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
291,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
292,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
293,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
294,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
295,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
296,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
297,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
298,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
299,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
300,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
301,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
302,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
303,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
304,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
305,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
306,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
307,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
308,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
309,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
310,Apartment,               Matosinhos Cidade (Matosinhos),1300,68.0,Usado
311,Apartment,               Santa Maria (Santa Maria da Graça),145000,110.0,Usado
312,Apartment,               Aveiro (Vera Cruz),2100,156.0,Usado
313,Apartamento T3,               Aver-O-Mar,3,150.0,Usado
314,Apartamento T2,               Vila do Conde,2,110.0,Renovado
315,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
316,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
317,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
318,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
319,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
320,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
321,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
322,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
323,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
324,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
325,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
326,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
327,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
328,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
329,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
330,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
331,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
332,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
333,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
334,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
335,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
336,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
337,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
338,Apartment,               Queluz e Belas,820000,80.0,Usado
339,Apartment,               Aveiro (Vera Cruz),135000,79.0,Recuperado
340,Apartment,               Praça da Alegria,1750,100.0,Novo
341,Apartamento T3,               Aver-O-Mar,3,150.0,Usado
342,Apartamento T2,               Vila do Conde,2,110.0,Renovado
343,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
344,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
345,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
346,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
347,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
348,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
349,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
350,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
351,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
352,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
353,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
354,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
355,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
356,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
357,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
358,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
359,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
360,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
361,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
362,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
363,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
364,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
365,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
366,Apartment,               Encosta do Mourigo,950000,135.0,Recuperado
367,Apartment,               Corroios,850,90.0,Usado
368,Apartment,               Chiado (São Paulo),1200,137.0,Usado
369,Apartamento T3,               Aver-O-Mar,3,150.0,Usado
370,Apartamento T2,               Vila do Conde,2,110.0,Renovado
371,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
372,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
373,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
374,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
375,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
376,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
377,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
378,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
379,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
380,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
381,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
382,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
383,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
384,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
385,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
386,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
387,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
388,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
389,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
390,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
391,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
392,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
393,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
394,Apartment,               Campolide,750,86.0,Usado
395,Apartment,               Amoreiras (São Mamede),500,118.0,Usado
396,Apartment,               Quinta dos Inglesinhos,820000,140.0,Renovado
397,Apartamento T3,               Aver-O-Mar,3,150.0,Usado
398,Apartamento T2,               Vila do Conde,2,110.0,Renovado
399,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
400,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
401,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
402,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
403,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
404,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
405,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
406,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
407,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
408,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
409,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
410,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
411,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
412,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
413,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
414,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
415,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
416,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
